id,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
31340282,155109689,Brooklyn,Greenpoint,40.73369,-73.95196999999999,Entire home/apt,2,9,1.61,2,281,172
28695405,215535399,Queens,Long Island City,40.75188,-73.94548,Private room,3,1,0.11,1,24,95
23464662,175103962,Brooklyn,Bedford-Stuyvesant,40.67964,-73.90675,Private room,1,58,3.65,6,152,43
26098606,15106211,Brooklyn,Gowanus,40.67965,-73.98899,Entire home/apt,5,2,0.17,1,16,150
13676601,79598330,Brooklyn,East Flatbush,40.66337,-73.92576,Private room,3,20,0.54,1,27,30
26757602,9541963,Brooklyn,Crown Heights,40.6746,-73.9474,Entire home/apt,1,51,4.47,1,2,90
6898600,32775769,Brooklyn,Midwood,40.61679,-73.95521,Entire home/apt,7,5,0.1,1,251,89
31639432,37277862,Manhattan,Harlem,40.80864,-73.94453,Entire home/apt,2,7,1.24,1,0,85
30937595,219517861,Manhattan,Hell's Kitchen,40.76188,-73.99616,Entire home/apt,29,1,1.0,327,281,185
10056541,10807649,Brooklyn,South Slope,40.66218,-73.98385,Entire home/apt,2,20,0.57,1,0,61
19167933,61316506,Queens,Woodside,40.74341,-73.90041,Entire home/apt,1,85,3.37,2,340,120
34411020,259427246,Brooklyn,Bedford-Stuyvesant,40.6788,-73.92721999999999,Private room,1,4,2.0,3,343,43
4365833,208410,Brooklyn,Williamsburg,40.71759,-73.95407,Entire home/apt,5,7,0.12,1,0,150
3594408,6150064,Queens,Astoria,40.76972,-73.9206,Private room,2,2,0.04,1,0,85
26496505,38920716,Queens,Queens Village,40.70789,-73.74073,Entire home/apt,3,134,10.86,1,63,75
12855923,33906660,Manhattan,Harlem,40.8242,-73.94776999999999,Private room,1,154,4.03,1,361,65
24943484,56726605,Brooklyn,Canarsie,40.64432,-73.90556,Entire home/apt,5,6,0.44,3,90,125
23131011,127586030,Brooklyn,Prospect-Lefferts Gardens,40.66322,-73.95142,Private room,2,58,3.44,1,52,50
125053,622460,Manhattan,East Village,40.72533,-73.99143000000001,Entire home/apt,2,70,0.73,1,170,395
35446198,8119817,Brooklyn,Williamsburg,40.71601,-73.9413,Private room,1,1,1.0,2,23,80
34770571,28295132,Brooklyn,Crown Heights,40.67369,-73.94931,Private room,3,1,0.61,1,0,60
2080709,4030621,Brooklyn,Greenpoint,40.73303,-73.95153,Private room,2,19,0.28,1,0,73
5217507,3510638,Manhattan,Murray Hill,40.74479,-73.97573,Entire home/apt,5,13,0.24,1,0,149
30284324,214135354,Manhattan,Upper East Side,40.77754,-73.95114000000001,Shared room,1,66,9.12,2,309,55
10021643,44118283,Manhattan,Upper West Side,40.79546,-73.97497,Private room,15,1,0.02,1,0,100
6248093,32443084,Manhattan,Upper East Side,40.76288,-73.96084,Entire home/apt,3,2,0.04,1,0,130
27704612,1213248,Manhattan,Harlem,40.80722,-73.9491,Entire home/apt,3,31,3.07,1,358,159
4868150,3336995,Manhattan,Hell's Kitchen,40.76736,-73.98383000000001,Entire home/apt,2,8,0.15,1,10,180
34425422,259880452,Queens,Flushing,40.75502,-73.81582,Entire home/apt,2,4,2.35,2,311,119
18768741,120762452,Manhattan,Murray Hill,40.74819,-73.976,Entire home/apt,30,3,0.14,50,180,150
15881766,42271764,Brooklyn,Crown Heights,40.67432,-73.95329,Private room,30,1,0.03,1,87,700
8054651,40176101,Brooklyn,Bedford-Stuyvesant,40.68929,-73.93079,Private room,1,296,6.37,7,59,79
23483266,175311339,Queens,Jackson Heights,40.75312,-73.86479,Private room,2,59,3.7,5,157,39
23852841,9574706,Brooklyn,Carroll Gardens,40.67873,-73.99564000000001,Private room,5,2,0.14,1,0,45
14183900,20132140,Manhattan,Lower East Side,40.72094,-73.98649,Entire home/apt,1,1,0.03,1,0,228
35709682,175730239,Queens,Sunnyside,40.73883,-73.92698,Shared room,3,2,2.0,12,327,30
24580422,10574166,Manhattan,Murray Hill,40.74681,-73.97629,Entire home/apt,2,17,1.19,1,0,150
22263267,161514654,Manhattan,East Harlem,40.79598,-73.94838,Entire home/apt,2,56,3.11,1,66,135
822016,61873,Brooklyn,Crown Heights,40.67231,-73.96032,Private room,2,24,0.3,1,30,90
1530660,173980,Brooklyn,Williamsburg,40.70919,-73.95012,Entire home/apt,30,13,0.18,2,252,160
12335391,49746853,Brooklyn,Bedford-Stuyvesant,40.68042,-73.91811,Private room,13,7,0.2,1,297,33
19520991,47988208,Manhattan,Murray Hill,40.74838,-73.98108,Entire home/apt,2,15,0.65,1,5,275
4717440,3237577,Manhattan,Chinatown,40.71585,-73.98982,Entire home/apt,3,94,1.71,1,7,170
32426943,10120673,Manhattan,Hell's Kitchen,40.76121,-73.98813,Entire home/apt,5,5,1.95,2,1,220
26654670,44123062,Brooklyn,Bushwick,40.68796,-73.90781,Private room,4,47,4.37,4,20,45
62427,303882,Manhattan,East Village,40.7268,-73.99079,Entire home/apt,50,56,0.58,1,56,130
31566109,154390742,Brooklyn,Bedford-Stuyvesant,40.69382,-73.95862,Entire home/apt,2,8,1.41,1,0,120
3283409,16593547,Brooklyn,Bedford-Stuyvesant,40.68562,-73.92375,Entire home/apt,2,124,2.09,1,231,139
176135,842125,Brooklyn,Crown Heights,40.67505,-73.95969000000001,Entire home/apt,3,31,0.32,1,193,97
22814859,168619140,Brooklyn,Canarsie,40.63773,-73.91729000000001,Private room,1,5,0.53,2,0,80
7496824,39262419,Manhattan,Upper West Side,40.7787,-73.98406999999999,Entire home/apt,3,2,0.05,1,0,125
19506194,16866,Manhattan,East Village,40.72979,-73.983,Private room,2,9,0.37,2,0,149
32314460,27923277,Manhattan,Lower East Side,40.7127,-73.98854,Private room,4,9,1.96,1,34,75
30264393,105878573,Brooklyn,East New York,40.66522,-73.88686,Private room,1,20,2.82,5,62,50
33990756,219517861,Manhattan,Financial District,40.70754,-74.01205999999999,Entire home/apt,2,6,2.69,327,340,240
28761069,92185816,Manhattan,Harlem,40.80774,-73.94939000000001,Private room,10,4,0.48,3,345,62
9217707,47932600,Queens,Rego Park,40.7303,-73.86674000000001,Entire home/apt,5,6,0.16,1,157,125
3042553,15492140,Manhattan,Lower East Side,40.72232,-73.98987,Private room,3,139,2.29,1,18,77
35829338,219908197,Brooklyn,Williamsburg,40.71693,-73.94266999999999,Entire home/apt,2,1,1.0,3,354,295
4271059,208565,Brooklyn,Greenpoint,40.73527,-73.95398,Entire home/apt,2,7,0.13,2,0,145
30502203,11332183,Manhattan,Harlem,40.81281,-73.94475,Private room,3,3,0.45,1,0,65
26845312,47015275,Queens,Elmhurst,40.74503,-73.88761,Private room,1,3,0.29,2,317,80
18542490,386263,Brooklyn,Crown Heights,40.6764,-73.95496999999999,Entire home/apt,3,61,2.59,2,267,171
27284500,205530337,Queens,Ridgewood,40.70296,-73.9056,Private room,30,1,0.14,8,314,45
24560351,69767,Brooklyn,Clinton Hill,40.68059,-73.95848000000001,Entire home/apt,3,10,0.76,1,4,162
31225404,107930075,Queens,Ozone Park,40.68436,-73.84213000000001,Private room,1,1,0.58,2,89,50
26803876,2052361,Brooklyn,Prospect-Lefferts Gardens,40.65501,-73.95948,Entire home/apt,3,2,0.32,3,0,80
29761272,223913025,Queens,Cambria Heights,40.69597,-73.74306999999999,Private room,7,1,0.12,1,0,100
26238688,6141162,Queens,Woodside,40.742,-73.89505,Entire home/apt,14,3,0.3,1,4,60
22120170,161599491,Brooklyn,Borough Park,40.61984,-73.97872,Shared room,30,8,0.42,1,179,50
22503340,150858055,Brooklyn,Bushwick,40.69735,-73.93276,Private room,1,10,0.54,1,0,42
4137900,6087686,Manhattan,Upper East Side,40.76968,-73.9593,Entire home/apt,2,7,0.12,1,0,160
21699294,157967816,Brooklyn,Greenpoint,40.72207,-73.94226,Private room,1,82,4.12,3,43,70
7245876,9539044,Brooklyn,Williamsburg,40.71292,-73.94873,Entire home/apt,6,3,0.06,1,0,66
27758379,52889401,Manhattan,West Village,40.73223,-74.00499,Entire home/apt,2,9,0.87,1,41,290
9562515,253057,Brooklyn,Fort Greene,40.68965,-73.97169,Entire home/apt,55,10,0.23,1,0,220
31052910,163035332,Manhattan,SoHo,40.72267,-74.00334000000001,Entire home/apt,2,17,2.59,3,281,649
21178032,148852095,Queens,Flushing,40.75547,-73.83547,Private room,2,24,1.14,3,76,60
7819704,40070423,Brooklyn,Bedford-Stuyvesant,40.68741,-73.92622,Private room,3,5,0.11,1,0,70
26247578,22129776,Manhattan,Hell's Kitchen,40.76502,-73.98839,Entire home/apt,1,2,0.22,3,365,369
7834765,41261306,Brooklyn,Clinton Hill,40.69218,-73.96127,Private room,2,32,1.24,1,20,90
12828338,7159107,Manhattan,Harlem,40.82563,-73.94091,Entire home/apt,3,1,0.06,1,0,85
20000260,16091224,Brooklyn,Prospect-Lefferts Gardens,40.65507,-73.96094000000001,Entire home/apt,3,1,0.04,2,0,130
22639188,2925596,Manhattan,Hell's Kitchen,40.76464,-73.99361,Entire home/apt,5,46,2.63,1,228,200
3334850,16838156,Manhattan,Kips Bay,40.73953,-73.98009,Entire home/apt,29,5,0.08,1,2,185
456110,2267508,Manhattan,Chelsea,40.7476,-73.99698000000001,Entire home/apt,4,23,0.27,1,0,139
6209799,7894614,Manhattan,Gramercy,40.73697,-73.98074,Entire home/apt,7,5,0.1,1,0,150
1130680,55176,Brooklyn,Bushwick,40.68767,-73.91261,Entire home/apt,3,308,4.11,1,99,100
30084269,12171344,Brooklyn,Crown Heights,40.66655,-73.95005,Private room,2,7,0.99,2,27,85
22345676,2921109,Brooklyn,Bedford-Stuyvesant,40.69104,-73.92886,Entire home/apt,2,31,1.69,1,166,104
11784410,62557719,Manhattan,Harlem,40.83155,-73.94489,Private room,7,21,0.55,3,363,50
17420832,25426687,Brooklyn,Borough Park,40.64551,-73.9981,Entire home/apt,2,45,1.65,1,342,110
26185195,20480059,Brooklyn,Fort Greene,40.69358,-73.97065,Private room,3,4,0.32,3,0,75
1185525,6483295,Brooklyn,Bay Ridge,40.63719,-74.03489,Entire home/apt,3,38,0.53,1,192,80
9315567,48351548,Manhattan,Harlem,40.80157,-73.95407,Private room,1,11,0.25,1,0,65
16259629,82319393,Manhattan,Midtown,40.75073,-73.98439,Private room,3,1,0.03,1,0,350
21927300,156952896,Queens,East Elmhurst,40.76537,-73.87639,Entire home/apt,1,198,10.15,2,156,100
30465758,566838,Manhattan,Harlem,40.82008,-73.94057,Private room,1,30,6.25,2,149,50
25807815,63417081,Manhattan,Harlem,40.82375,-73.94426,Private room,30,1,0.58,8,310,43
6700860,35075473,Brooklyn,Carroll Gardens,40.67885,-74.00027,Entire home/apt,5,5,0.1,1,0,150
34972355,263490281,Manhattan,Chinatown,40.71693,-73.99075,Entire home/apt,1,3,2.43,1,157,200
18286926,126451493,Brooklyn,Canarsie,40.63136,-73.90921,Entire home/apt,1,26,1.07,1,360,125
19877695,25653961,Manhattan,Harlem,40.81566,-73.93914000000001,Private room,3,5,0.22,1,0,50
5091056,26301893,Queens,Forest Hills,40.71158,-73.85273000000001,Private room,1,12,0.35,1,59,80
19696952,70822653,Brooklyn,Bushwick,40.70126,-73.91396,Private room,3,2,0.1,1,241,55
33717575,254164653,Manhattan,Hell's Kitchen,40.75896,-73.9956,Entire home/apt,7,4,2.67,1,213,150
21275075,25265179,Manhattan,Nolita,40.72244,-73.99461,Entire home/apt,1,9,0.75,1,0,250
29850433,1550888,Brooklyn,Bedford-Stuyvesant,40.6817,-73.95025,Entire home/apt,30,3,0.42,3,281,70
7276534,31851704,Queens,East Elmhurst,40.7582,-73.87656,Private room,1,211,4.37,2,339,50
14935001,59839625,Queens,Sunnyside,40.74211,-73.91646,Entire home/apt,2,48,1.42,1,13,105
16261522,5164854,Manhattan,Harlem,40.81943,-73.9387,Private room,5,8,0.31,8,332,54
27282824,193289800,Manhattan,West Village,40.73214,-74.00531,Entire home/apt,2,14,1.24,1,0,120
12619450,1539941,Brooklyn,Kensington,40.63568,-73.97383,Entire home/apt,2,10,0.26,1,362,75
35059538,264092618,Queens,East Elmhurst,40.76411,-73.87373000000001,Private room,1,13,9.07,5,88,70
5126391,26003292,Brooklyn,Fort Greene,40.69454,-73.97166,Private room,1,104,2.16,1,11,63
15631921,43227390,Manhattan,East Village,40.72216,-73.97806,Private room,3,7,0.22,1,0,110
34645029,259728610,Manhattan,Upper East Side,40.76762,-73.95693,Entire home/apt,3,3,1.7,1,52,210
14841128,92333417,Brooklyn,Bedford-Stuyvesant,40.68234,-73.94943,Entire home/apt,3,132,4.13,2,321,152
26362,59734,Manhattan,Hell's Kitchen,40.75527,-73.99291,Private room,2,334,3.0,2,279,59
33249193,178833771,Manhattan,Harlem,40.82172,-73.94019,Private room,3,2,0.67,3,353,55
30800868,3929012,Manhattan,Upper West Side,40.77824,-73.98255,Private room,1,30,4.69,4,49,129
16780469,6263861,Manhattan,Harlem,40.80249,-73.95622,Private room,5,2,0.16,1,24,55
6541532,33975302,Manhattan,Upper West Side,40.79909,-73.9602,Private room,1,185,3.71,1,60,90
34205576,258243498,Brooklyn,Williamsburg,40.70998,-73.94694,Private room,3,1,0.7,3,365,155
1232433,6721198,Manhattan,Upper East Side,40.78104,-73.94915999999999,Entire home/apt,1,190,2.57,1,105,135
22135247,161613483,Brooklyn,Bedford-Stuyvesant,40.68594,-73.92394,Private room,4,18,0.99,1,0,55
23876348,179387087,Brooklyn,Bedford-Stuyvesant,40.67945,-73.90841999999999,Private room,2,20,1.28,3,3,40
7985333,32218896,Manhattan,Chelsea,40.74904,-74.00164000000001,Entire home/apt,3,15,0.39,1,0,400
29127425,219499219,Brooklyn,Bedford-Stuyvesant,40.69167,-73.94800000000001,Private room,1,7,0.78,2,28,60
21591672,54966810,Brooklyn,Bushwick,40.70361,-73.9255,Private room,1,2,0.1,1,0,52
29073462,116381793,Manhattan,SoHo,40.72182,-73.99963000000001,Private room,1,3,0.36,1,70,134
505315,167417,Brooklyn,Bushwick,40.69227,-73.90852,Private room,2,37,0.49,1,23,68
30218133,13133052,Manhattan,Midtown,40.74749,-73.9869,Entire home/apt,3,16,2.31,1,301,182
6568523,33459378,Manhattan,Battery Park City,40.7101,-74.01720999999999,Entire home/apt,7,2,0.04,1,0,195
29778083,28418563,Manhattan,East Village,40.72546,-73.98396,Entire home/apt,1,20,2.65,1,268,179
24574987,6892560,Manhattan,East Harlem,40.80552,-73.94031,Private room,5,16,1.12,1,17,51
26788016,201419214,Brooklyn,Clinton Hill,40.68387,-73.96392,Private room,30,27,2.38,3,347,70
19057791,14935858,Manhattan,Hell's Kitchen,40.759640000000005,-73.99070999999999,Private room,1,41,1.62,2,8,49
2707194,159726,Manhattan,Washington Heights,40.83482,-73.94617,Entire home/apt,6,5,0.08,1,0,130
33618854,253354074,Brooklyn,East Flatbush,40.66247,-73.93784000000001,Entire home/apt,2,2,2.0,2,59,425
28184101,32992928,Brooklyn,Bushwick,40.70076,-73.92381999999999,Entire home/apt,3,2,0.21,1,15,180
23613174,3741154,Brooklyn,Bushwick,40.68892,-73.90495,Private room,2,1,0.06,1,0,55
15301499,76192815,Manhattan,Chinatown,40.71745,-73.99409,Entire home/apt,1,23,0.69,5,364,300
21867440,29599980,Brooklyn,Bushwick,40.70636,-73.91935,Entire home/apt,3,1,0.05,1,0,41
9844805,1761447,Brooklyn,Williamsburg,40.71032,-73.95345,Entire home/apt,6,1,0.04,2,95,290
8107212,19668001,Brooklyn,Williamsburg,40.71061,-73.94971,Private room,1,40,0.87,1,125,70
7603716,10831168,Brooklyn,Fort Hamilton,40.61926,-74.03272,Private room,1,15,0.39,1,22,70
23456621,175019394,Queens,Jamaica,40.67183,-73.78025,Private room,1,83,5.11,6,171,60
9219569,47672228,Brooklyn,Bushwick,40.69064,-73.921,Entire home/apt,1,9,0.21,1,0,125
9167889,17943391,Manhattan,Harlem,40.80843,-73.94125,Entire home/apt,2,210,4.73,2,237,130
28841259,21058022,Brooklyn,Williamsburg,40.70779,-73.94714,Private room,3,4,0.63,3,3,70
33311237,193954973,Brooklyn,Williamsburg,40.71547,-73.95147,Entire home/apt,3,5,1.97,3,272,165
21926198,10020112,Manhattan,Upper East Side,40.77625,-73.95495,Entire home/apt,3,2,0.1,1,0,250
17744351,119029523,Brooklyn,Fort Hamilton,40.62241,-74.02863,Entire home/apt,4,3,0.48,3,295,115
1334633,7125872,Manhattan,West Village,40.73896,-74.00522,Entire home/apt,4,5,0.07,1,0,175
28286952,92769975,Manhattan,Upper West Side,40.78883,-73.96848,Entire home/apt,8,2,0.22,1,8,199
14297224,87312106,Manhattan,Financial District,40.707,-74.00782,Private room,1,22,0.67,1,0,189
16289203,42422050,Manhattan,East Village,40.72709,-73.97459,Private room,2,19,0.67,2,244,79
20030871,1822729,Brooklyn,Williamsburg,40.71078,-73.96161,Private room,4,33,1.49,2,0,70
6478141,15743237,Queens,Elmhurst,40.734,-73.86596,Private room,1,14,0.28,2,0,69
13885247,82208124,Manhattan,Upper West Side,40.77472,-73.98640999999999,Entire home/apt,3,33,0.91,2,0,110
34170097,86196529,Brooklyn,Williamsburg,40.70313,-73.93836999999999,Entire home/apt,2,4,1.88,1,75,101
21241079,57169534,Manhattan,West Village,40.73261,-74.00713,Entire home/apt,2,7,0.33,1,365,295
23485307,170477315,Manhattan,Financial District,40.70234,-74.01047,Entire home/apt,2,77,4.7,1,85,130
21607402,22296461,Manhattan,Harlem,40.81866,-73.93796,Private room,1,8,0.4,1,0,50
262405,1376778,Brooklyn,East Flatbush,40.64468,-73.94219,Entire home/apt,4,54,0.62,1,27,92
18471232,4894044,Brooklyn,Crown Heights,40.66515,-73.95186,Private room,1,28,1.92,1,88,100
31987806,238321374,Manhattan,Upper West Side,40.80042,-73.96146999999999,Private room,30,1,1.0,32,317,60
28890908,192270861,Manhattan,Harlem,40.81993,-73.94768,Private room,5,1,0.19,1,0,75
856918,4481005,Brooklyn,Park Slope,40.67422,-73.98097,Private room,2,11,0.14,2,158,62
9132731,6674503,Brooklyn,Clinton Hill,40.68567,-73.96271999999999,Entire home/apt,1,6,0.17,1,365,750
9152965,4313126,Brooklyn,Bushwick,40.69885,-73.93370999999999,Entire home/apt,10,1,0.02,2,0,200
712260,3666608,Brooklyn,Carroll Gardens,40.68344,-73.9933,Private room,2,75,0.92,1,309,210
31835498,22100836,Manhattan,Flatiron District,40.73943,-73.98532,Private room,1,14,2.98,3,0,65
2015168,10365281,Brooklyn,Bedford-Stuyvesant,40.68631,-73.95575,Entire home/apt,2,237,3.7,1,266,190
34867398,38119047,Brooklyn,Sunset Park,40.64613,-74.00735999999999,Private room,1,8,5.45,2,89,40
32401422,155993704,Brooklyn,Bushwick,40.68385,-73.90653,Private room,1,3,0.93,1,364,75
33431909,251852817,Manhattan,East Harlem,40.79966,-73.94191,Shared room,1,13,3.86,7,89,55
30461720,157219382,Queens,Elmhurst,40.74717,-73.87645,Entire home/apt,6,1,0.18,1,0,75
9107118,42786873,Brooklyn,Bedford-Stuyvesant,40.6948,-73.94161,Private room,1,2,0.04,1,0,45
25318171,95564806,Brooklyn,Brownsville,40.66006,-73.91234,Private room,1,1,0.08,3,0,60
9129113,17497762,Brooklyn,Bushwick,40.69836,-73.9212,Private room,3,1,0.02,1,0,60
13841569,62605071,Brooklyn,Coney Island,40.57476,-74.00101,Private room,1,41,1.33,2,158,95
26842735,201868461,Manhattan,West Village,40.73384,-74.00819,Entire home/apt,2,55,4.78,1,12,129
19677579,124171,Brooklyn,Bedford-Stuyvesant,40.68533,-73.94230999999999,Private room,1,1,0.08,1,0,60
34096836,257005399,Manhattan,Hell's Kitchen,40.75603,-73.99511,Private room,1,4,1.97,5,287,430
4191257,17106992,Manhattan,Murray Hill,40.74643,-73.97536,Entire home/apt,1,1,0.02,1,0,200
16423876,107417836,Brooklyn,Bedford-Stuyvesant,40.68205,-73.92833,Entire home/apt,3,73,2.5,1,329,200
867721,4509849,Brooklyn,Bedford-Stuyvesant,40.68344,-73.92189,Private room,3,132,1.68,3,35,65
34935216,2982441,Manhattan,East Village,40.7319,-73.98658,Entire home/apt,8,1,1.0,1,188,180
33546854,252642141,Brooklyn,Bedford-Stuyvesant,40.69421,-73.93834,Entire home/apt,2,3,1.5,1,117,250
846854,4422368,Manhattan,Upper West Side,40.78689,-73.97314,Entire home/apt,30,93,1.24,1,284,300
33077150,248944703,Manhattan,Murray Hill,40.7462,-73.97296,Entire home/apt,2,11,4.34,1,90,160
9384723,13838573,Manhattan,Midtown,40.74538,-73.98313,Entire home/apt,31,5,0.12,1,365,285
27484611,64971854,Manhattan,Tribeca,40.71793,-74.00594,Entire home/apt,1,8,0.73,1,0,160
19382104,25064774,Brooklyn,Bedford-Stuyvesant,40.68936,-73.94189,Private room,14,1,0.04,1,0,33
33153247,104796372,Queens,Astoria,40.77151,-73.93066,Private room,1,2,2.0,1,7,65
15981196,100806,Brooklyn,Crown Heights,40.67302,-73.94815,Private room,3,10,0.93,1,12,65
17176173,1506191,Manhattan,Washington Heights,40.85188,-73.93588000000001,Private room,1,26,1.08,1,0,70
9151490,8133069,Brooklyn,Williamsburg,40.70919,-73.94804,Entire home/apt,1,1,0.05,1,0,240
1839818,9615574,Manhattan,Stuyvesant Town,40.73196,-73.97932,Entire home/apt,5,27,0.48,1,0,139
8719522,2610741,Manhattan,Upper East Side,40.775,-73.95071,Entire home/apt,2,26,0.58,1,42,190
35196057,187671321,Manhattan,Harlem,40.81868,-73.94417,Entire home/apt,2,1,1.0,1,123,295
14312186,87487508,Manhattan,Chelsea,40.74029,-74.00233,Entire home/apt,1,2,0.06,1,0,185
30770830,208477013,Manhattan,Harlem,40.80442,-73.94756,Entire home/apt,2,7,1.12,1,24,125
3790746,1317384,Manhattan,Harlem,40.82621,-73.94596,Private room,3,154,2.72,2,153,72
8763502,45955013,Brooklyn,Williamsburg,40.708940000000005,-73.94554000000001,Entire home/apt,2,198,4.48,1,92,150
21956264,110346058,Queens,Jamaica,40.6741,-73.79775,Private room,4,12,2.03,1,291,45
16289476,16214285,Brooklyn,Crown Heights,40.66837,-73.95836,Entire home/apt,3,7,0.38,1,20,85
14440066,5073448,Manhattan,Nolita,40.72127,-73.99526,Private room,4,2,0.32,1,0,100
9391541,16098958,Manhattan,Upper West Side,40.79312,-73.96606,Entire home/apt,30,1,0.1,96,252,156
32619108,244817841,Brooklyn,East New York,40.6697,-73.8954,Private room,7,5,1.95,13,247,40
33519952,229489983,Manhattan,Hell's Kitchen,40.76485,-73.99229,Entire home/apt,2,5,2.38,1,247,799
4666584,24144577,Manhattan,Harlem,40.80382,-73.94476,Entire home/apt,3,41,0.79,1,258,275
27262712,205358796,Manhattan,Harlem,40.80765,-73.95484,Entire home/apt,3,4,0.37,1,24,112
10386831,15895218,Brooklyn,Gowanus,40.68444,-73.98846999999999,Private room,2,1,0.02,2,0,62
34314231,70155821,Manhattan,West Village,40.73551,-74.00166999999999,Entire home/apt,3,1,0.81,1,12,350
8668932,10595966,Brooklyn,Crown Heights,40.66687,-73.95662,Entire home/apt,4,13,0.29,1,0,119
12382140,26521212,Manhattan,Midtown,40.75322,-73.97321,Entire home/apt,2,14,0.36,3,0,299
7095708,37191929,Brooklyn,Crown Heights,40.67921,-73.9603,Entire home/apt,2,31,0.67,1,0,125
323706,6064192,Manhattan,Upper West Side,40.77892,-73.98238,Entire home/apt,30,64,0.72,1,157,499
32169418,158407820,Queens,Woodside,40.75403,-73.90075999999999,Entire home/apt,2,15,4.13,5,337,98
28739873,195887266,Queens,Arverne,40.59843,-73.79844,Entire home/apt,1,12,2.29,1,65,100
14041141,20971070,Manhattan,Chelsea,40.73819,-73.99835,Entire home/apt,27,2,0.06,1,310,175
18004987,109854433,Brooklyn,Bushwick,40.68815,-73.91032,Entire home/apt,2,76,2.78,2,270,120
12542909,67758079,Queens,Sunnyside,40.74706,-73.92076,Entire home/apt,1,1,0.03,1,0,100
10919160,25498781,Manhattan,East Village,40.72931,-73.98222,Entire home/apt,2,9,0.22,1,0,250
15569399,96424121,Queens,St. Albans,40.7036,-73.76637,Private room,1,63,1.91,3,363,63
26560264,191338162,Bronx,Allerton,40.86013,-73.86339,Private room,1,30,2.56,5,57,142
19103622,42729298,Brooklyn,Williamsburg,40.71911,-73.95805,Private room,1,122,4.82,2,11,65
7874958,10447370,Brooklyn,Williamsburg,40.7167,-73.95272,Entire home/apt,2,2,0.04,1,0,210
5159567,22011099,Brooklyn,Greenpoint,40.72981,-73.95268,Entire home/apt,6,21,0.44,1,42,195
21772083,26744799,Brooklyn,Bath Beach,40.60674,-74.00428000000001,Entire home/apt,3,39,2.37,1,306,99
13107627,72542338,Brooklyn,Manhattan Beach,40.58078,-73.95356,Private room,2,21,0.56,1,311,125
23765706,25939370,Manhattan,Chelsea,40.75068,-73.99811,Entire home/apt,30,6,0.5,1,195,172
98663,520279,Manhattan,Chelsea,40.74893,-73.99544,Entire home/apt,30,19,0.19,1,189,130
12167857,6520757,Brooklyn,Bedford-Stuyvesant,40.69574,-73.9515,Entire home/apt,4,11,0.29,1,0,150
65834,321934,Brooklyn,Park Slope,40.673190000000005,-73.97323,Entire home/apt,2,11,0.11,1,246,175
56525,268014,Brooklyn,Greenpoint,40.729,-73.95829,Entire home/apt,2,69,0.65,1,58,195
1989972,10262420,Manhattan,East Harlem,40.78813,-73.94495,Private room,4,37,0.97,1,22,86
35309370,1678322,Brooklyn,Williamsburg,40.71004,-73.95577,Entire home/apt,2,2,1.87,1,23,180
27365033,18404082,Staten Island,Grymes Hill,40.6157,-74.0985,Private room,1,1,0.12,1,65,89
32645984,6410979,Brooklyn,Bedford-Stuyvesant,40.68909,-73.94556,Entire home/apt,2,5,1.24,2,0,109
19036361,97794385,Queens,Jamaica,40.68347,-73.79460999999999,Private room,2,42,1.65,2,0,60
32818383,146132198,Bronx,Wakefield,40.89393,-73.8581,Private room,2,14,3.59,2,132,50
8222951,19379151,Brooklyn,Crown Heights,40.6766,-73.95987,Entire home/apt,3,21,1.06,1,0,75
21713551,17887542,Manhattan,Upper East Side,40.76401,-73.95823,Entire home/apt,7,1,0.05,1,0,138
14967790,94263025,Brooklyn,Bushwick,40.68918,-73.91216999999999,Private room,1,11,0.57,2,0,60
16268350,104626152,Brooklyn,Bedford-Stuyvesant,40.68893,-73.95354,Entire home/apt,2,1,0.03,4,189,525
1411811,4129805,Manhattan,West Village,40.73078,-74.00282,Entire home/apt,2,140,2.1,5,319,210
22450373,15535829,Staten Island,West Brighton,40.632290000000005,-74.11350999999999,Entire home/apt,2,3,0.36,1,364,99
6901856,36164182,Brooklyn,Bushwick,40.69768,-73.93359,Private room,2,51,1.04,3,249,80
24756445,4426154,Brooklyn,Prospect-Lefferts Gardens,40.65854,-73.962,Entire home/apt,2,2,0.15,1,0,75
8303337,8791857,Manhattan,Morningside Heights,40.81067,-73.96377,Entire home/apt,5,29,0.75,1,102,194
30293266,19536596,Brooklyn,Cypress Hills,40.67727,-73.90663,Private room,1,63,8.51,5,231,48
11760308,62588398,Manhattan,East Harlem,40.79945,-73.9346,Private room,3,54,1.36,1,40,70
29382257,201015598,Brooklyn,Bedford-Stuyvesant,40.67956,-73.91135,Shared room,1,13,1.52,17,89,35
1614869,1254489,Brooklyn,Park Slope,40.67477,-73.97404,Entire home/apt,4,41,0.58,1,151,142
30908416,25812202,Brooklyn,Greenpoint,40.72554,-73.94781,Private room,14,2,0.32,1,21,45
27372891,17506009,Manhattan,Chelsea,40.74564,-74.0006,Entire home/apt,1,12,1.09,1,6,200
16933481,359480,Brooklyn,South Slope,40.66398,-73.99041,Entire home/apt,3,4,0.14,1,0,77
16454703,107939984,Brooklyn,Fort Hamilton,40.61444,-74.02974,Entire home/apt,4,78,2.6,1,29,150
